0.100000 21198842 1059242 27741915
0.110000 22001073 1717192 26281734
0.120000 22624091 2185577 25190331
0.130000 23102265 2432111 24465623
0.140000 23547374 2701962 23750663
0.150000 23968670 2975867 23055462
0.160000 24358346 3271948 22369705
0.170000 24718555 3579693 21701751
0.180000 25047911 3896512 21055576
0.190000 25334295 4901404 19764300
0.200000 25524054 6150360 18325585
0.210000 25643061 7322860 17034078
0.220000 25720941 8423437 15855621
0.230000 25777610 9447652 14774737
0.240000 25811238 10393510 13795251
0.250000 25835316 11287409 12877274
0.260000 25850512 12129956 12019531
0.270000 25869277 12927598 11203124
0.280000 25871999 13681567 10446433
0.290000 25883625 14371568 9744806
0.300000 25880092 15017162 9102745
0.310000 25881569 15617617 8500813
0.320000 25886391 16165665 7947943
0.330000 25887843 16675662 7436494
0.340000 25892170 17143400 6964429
0.350000 25890186 17587613 6522200
0.360000 25888490 18000254 6111255
0.370000 25884734 18383692 5731573
0.380000 25894316 18741231 5364452
0.390000 25899082 19067590 5033327
0.400000 25887513 19384497 4727989
0.410000 25890451 19674227 4435321
0.420000 25885496 19950577 4163926
0.430000 25894083 20195649 3910267
0.440000 25885998 20437729 3676272
0.450000 25892541 20651099 3456359
0.460000 25890166 20865281 3244552
0.470000 25889408 21061393 3049198
0.480000 25893289 21241143 2865567
0.490000 25888379 21416235 2695385
0.500000 25896117 21568740 2535142
0.510000 25887528 21728829 2383642
0.520000 25885075 21873017 2241907
0.530000 25890144 21998420 2111435
0.540000 25896426 22120369 1983204
0.550000 25890665 22243639 1865695
0.560000 25885016 22357187 1757796
0.570000 25887679 22459330 1652990
0.580000 25886099 22557638 1556262
0.590000 25889078 22646842 1464079
0.600000 25887202 22734525 1378272
0.610000 25889735 22811491 1298773
0.620000 25893765 22885616 1220618
0.630000 25886586 22964543 1148870
0.640000 25893625 23026128 1080246
0.650000 25895774 23085387 1018838
0.660000 25891494 23149796 958709
0.670000 25891757 23207334 900908
0.680000 25886276 23264643 849080
0.690000 25890480 23309022 800497
0.700000 25891630 23355555 752814
0.710000 25890201 23402076 707722
0.720000 25890436 23442190 667373
0.730000 25880135 23491847 628017
0.740000 25886372 23522771 590856
0.750000 25892479 23549561 557959
0.760000 25891778 23583515 524706
0.770000 25890589 23614796 494614
0.780000 25881654 23652165 466180
0.790000 25884332 23677028 438639
0.800000 25897180 23690029 412790
0.810000 25892502 23719725 387772
0.820000 25896210 23736995 366794
0.830000 25888474 23767092 344433
0.840000 25887600 23788606 323793
0.850000 25887638 23806165 306196
0.860000 25894479 23817974 287546
0.870000 25899035 23829941 271023
0.880000 25890099 23854525 255375
0.890000 25889534 23870305 240160
0.900000 25887456 23886487 226056
0.910000 25896574 23890641 212784
0.920000 25886155 23913648 200196
0.930000 25891970 23919141 188888
0.940000 25891901 23929898 178200
0.950000 25893965 23938864 167170
0.960000 25888780 23953448 157771
0.970000 25893180 23957737 149082
0.980000 25897014 23963447 139538
0.990000 25880571 23987996 131432
1.000000 25892682 23983808 123509
1.010000 25891991 23991690 116318
1.020000 25890455 23999669 109875
1.030000 25892850 24003998 103151
1.040000 25897493 24004599 97907
1.050000 25887355 24020652 91992
1.060000 25892749 24020921 86329
1.070000 25888772 24030019 81208
1.080000 25883107 24040060 76832
1.090000 25894400 24033183 72416
1.100000 25888763 24042928 68308
1.110000 25890883 24044422 64694
1.120000 25892437 24046917 60645
1.130000 25881133 24061623 57243
1.140000 25893081 24053170 53748
1.150000 25888012 24061396 50591
1.160000 25886254 24065950 47795
1.170000 25885947 24069777 44275
1.180000 25894656 24063446 41897
1.190000 25887396 24072941 39662
1.200000 25892301 24070313 37385
1.210000 25889356 24075223 35420
1.220000 25891328 24075826 32845
1.230000 25888381 24080332 31286
1.240000 25888609 24082061 29329
1.250000 25891062 24081360 27577
1.260000 25891503 24082358 26138
1.270000 25893490 24082004 24505
1.280000 25892065 24084921 23013
1.290000 25890317 24087727 21955
1.300000 25891294 24088237 20468
1.310000 25893106 24087716 19177
1.320000 25893558 24088361 18080
1.330000 25886421 24096355 17223
1.340000 25890266 24093637 16096
1.350000 25890772 24094167 15060
1.360000 25895962 24089744 14293
1.370000 25889013 24097554 13432
1.380000 25885554 24101600 12845
1.390000 25883963 24104124 11912
1.400000 25893063 24095767 11169
1.410000 25891542 24097858 10599
1.420000 25891713 24098421 9865
1.430000 25885345 24105244 9410
1.440000 25888200 24102776 9023
1.450000 25889080 24102662 8257
1.460000 25887908 24104338 7753
1.470000 25889767 24102951 7281
1.480000 25885208 24107774 7017
1.490000 25893169 24100238 6592
1.500000 25889479 24104262 6258
1.510000 25887555 24106707 5737
1.520000 25894970 24099585 5444
1.530000 25890934 24103936 5129
1.540000 25889017 24106180 4802
1.550000 25893089 24102392 4518
1.560000 25887389 24108215 4395
1.570000 25884448 24111435 4116
1.580000 25898088 24098142 3769
1.590000 25888449 24107926 3624
1.600000 25888627 24107959 3413
1.610000 25891170 24105685 3144
1.620000 25890246 24106735 3018
1.630000 25890020 24107184 2795
1.640000 25884666 24112615 2718
1.650000 25896463 24101048 2488
1.660000 25890680 24106925 2394
1.670000 25891992 24105873 2134
1.680000 25886264 24111609 2126
1.690000 25887858 24110183 1958
1.700000 25884972 24113165 1862
1.710000 25892598 24105656 1745
1.720000 25886793 24111559 1647
1.730000 25893235 24105202 1562
1.740000 25889902 24108604 1493
1.750000 25886491 24112122 1386
1.760000 25891029 24107672 1298
1.770000 25891817 24106978 1204
1.780000 25897462 24101377 1160
1.790000 25893935 24104993 1071
1.800000 25891347 24107658 994
1.810000 25890361 24108627 1011
1.820000 25889230 24109886 883
1.830000 25887904 24111241 854
1.840000 25892250 24107013 736
1.850000 25893936 24105340 723
1.860000 25893731 24105562 706
1.870000 25887231 24112106 662
