0.100000 4238065 211870 5550064
0.110000 4401701 342417 5255881
0.120000 4528578 436511 5034910
0.130000 4622438 487050 4890511
0.140000 4709114 540143 4750742
0.150000 4794299 594959 4610741
0.160000 4870903 653792 4475304
0.170000 4944040 715228 4340731
0.180000 5011181 780021 4208797
0.190000 5068060 979642 3952297
0.200000 5107111 1229671 3663217
0.210000 5129582 1464182 3406235
0.220000 5143355 1684587 3172057
0.230000 5155551 1890668 2953780
0.240000 5162498 2079698 2757803
0.250000 5165993 2259686 2574320
0.260000 5170784 2425561 2403654
0.270000 5172702 2586693 2240604
0.280000 5172298 2737192 2090509
0.290000 5177157 2875566 1947276
0.300000 5177231 3006717 1816051
0.310000 5174875 3123723 1701401
0.320000 5176894 3232662 1590443
0.330000 5177420 3333979 1488600
0.340000 5179452 3429582 1390965
0.350000 5175809 3520328 1303862
0.360000 5178406 3599382 1222211
0.370000 5173734 3679074 1147191
0.380000 5177525 3749035 1073439
0.390000 5177931 3815923 1006145
0.400000 5180307 3876177 943515
0.410000 5179160 3934028 886811
0.420000 5176877 3989815 833307
0.430000 5180570 4037645 781784
0.440000 5177046 4087596 735357
0.450000 5179569 4128908 691522
0.460000 5177876 4172397 649726
0.470000 5179720 4210334 609945
0.480000 5177352 4249242 573405
0.490000 5177348 4282969 539682
0.500000 5180000 4314681 505318
0.510000 5177391 4346302 476306
0.520000 5178423 4373900 447676
0.530000 5178157 4400458 421384
0.540000 5177070 4426095 396834
0.550000 5176064 4449951 373984
0.560000 5176078 4472748 351173
0.570000 5177775 4491054 331170
0.580000 5179089 4510213 310697
0.590000 5178790 4528247 292962
0.600000 5179596 4544941 275462
0.610000 5175430 4564462 260107
0.620000 5177896 4578003 244100
0.630000 5178676 4591681 229642
0.640000 5179405 4604079 216515
0.650000 5177647 4618954 203398
0.660000 5180518 4627861 191620
0.670000 5177780 4641393 180826
0.680000 5177172 4652707 170120
0.690000 5178204 4661629 160166
0.700000 5179072 4670216 150711
0.710000 5174950 4683959 141090
0.720000 5180407 4686026 133566
0.730000 5175358 4699374 125267
0.740000 5180159 4701576 118264
0.750000 5174218 4713877 111904
0.760000 5177820 4717295 104884
0.770000 5176876 4724427 98696
0.780000 5178581 4728971 92447
0.790000 5177354 4735165 87480
0.800000 5181927 4735404 82668
0.810000 5175435 4747196 77368
0.820000 5177878 4749038 73083
0.830000 5178239 4753264 68496
0.840000 5177760 4757546 64693
0.850000 5178038 4761008 60953
0.860000 5178332 4764083 57584
0.870000 5177217 4768804 53978
0.880000 5179324 4770080 50595
0.890000 5177670 4774276 48053
0.900000 5175182 4779687 45130
0.910000 5177912 4779535 42552
0.920000 5178440 4781611 39948
0.930000 5179792 4782236 37971
0.940000 5177986 4786505 35508
0.950000 5179317 4787016 33666
0.960000 5179901 4788641 31457
0.970000 5178981 4791207 29811
0.980000 5177819 4794549 27631
0.990000 5178063 4795427 26509
1.000000 5179809 4795307 24883
1.010000 5176995 4799547 23457
1.020000 5180097 4797747 22155
1.030000 5178787 4800546 20666
1.040000 5176707 4803704 19588
1.050000 5175888 4805790 18321
1.060000 5178380 4804438 17181
1.070000 5177208 4806694 16097
1.080000 5176913 4807834 15252
1.090000 5175927 4809469 14603
1.100000 5178097 4808108 13794
1.110000 5177334 4809645 13020
1.120000 5179445 4808494 12060
1.130000 5178897 4809818 11284
1.140000 5179139 4810247 10613
1.150000 5179515 4810604 9880
1.160000 5177630 4812874 9495
1.170000 5176719 4814541 8739
1.180000 5176234 4815263 8502
1.190000 5180437 4811719 7843
1.200000 5175937 4816489 7573
1.210000 5175042 4817853 7104
1.220000 5179158 4814238 6603
1.230000 5177558 4816235 6206
1.240000 5178419 4815771 5809
1.250000 5179577 4814902 5520
1.260000 5182117 4812639 5243
1.270000 5178565 4816475 4959
1.280000 5176042 4819321 4636
1.290000 5177402 4818192 4405
1.300000 5177647 4818167 4185
1.310000 5179040 4817051 3908
1.320000 5176852 4819440 3707
1.330000 5178082 4818553 3364
1.340000 5177261 4819465 3273
1.350000 5178519 4818479 3001
1.360000 5179584 4817550 2865
1.370000 5177530 4819847 2622
1.380000 5178339 4819114 2546
1.390000 5174986 4822602 2411
1.400000 5178626 4819109 2264
1.410000 5174172 4823699 2128
1.420000 5176933 4821081 1985
1.430000 5176726 4821428 1845
1.440000 5183290 4814951 1758
1.450000 5179842 4818422 1735
1.460000 5177959 4820446 1594
