0.100000 4239831 211974 5548195
0.110000 4400130 342877 5256993
0.120000 4523728 436789 5039483
0.130000 4621363 485791 4892846
0.140000 4711341 539139 4749520
0.150000 4790071 594777 4615152
0.160000 4870080 654054 4475866
0.170000 4943906 716516 4339578
0.180000 5010001 777929 4212070
0.190000 5064658 978610 3956732
0.200000 5106763 1229322 3663915
0.210000 5126475 1464522 3409003
0.220000 5144829 1684453 3170718
0.230000 5155611 1888115 2956274
0.240000 5159904 2079165 2760931
0.250000 5167217 2258030 2574753
0.260000 5172743 2425676 2401581
0.270000 5172765 2587415 2239820
0.280000 5173076 2737178 2089746
0.290000 5173553 2877590 1948857
0.300000 5178102 3003605 1818293
0.310000 5177054 3122167 1700779
0.320000 5177080 3233100 1589820
0.330000 5176005 3334685 1489310
0.340000 5177857 3429850 1392293
0.350000 5177358 3517961 1304681
0.360000 5174808 3602589 1222603
0.370000 5179417 3673631 1146952
0.380000 5177738 3749184 1073078
0.390000 5179921 3812356 1007723
0.400000 5177038 3877269 945693
0.410000 5179344 3934013 886643
0.420000 5179897 3988790 831313
0.430000 5177755 4039485 782760
0.440000 5176598 4087444 735958
0.450000 5176659 4132718 690623
0.460000 5177196 4173622 649182
0.470000 5177372 4211383 611245
0.480000 5181507 4245293 573200
0.490000 5179159 4281301 539540
0.500000 5179097 4313889 507014
0.510000 5178586 4344648 476766
0.520000 5175473 4375504 449023
0.530000 5175413 4402084 422503
0.540000 5178663 4424487 396850
0.550000 5175352 4450559 374089
0.560000 5178609 4470750 350641
0.570000 5180308 4489500 330192
0.580000 5180370 4508755 310875
0.590000 5178033 4528508 293459
0.600000 5175621 4549183 275196
0.610000 5175803 4564586 259611
0.620000 5176830 4578392 244778
0.630000 5179275 4590871 229854
0.640000 5172868 4610781 216351
0.650000 5178066 4618849 203085
0.660000 5176689 4631440 191871
0.670000 5176319 4643393 180288
0.680000 5179174 4651038 169788
0.690000 5176941 4662917 160142
0.700000 5179172 4670179 150649
0.710000 5178087 4680081 141832
0.720000 5177088 4689847 133065
0.730000 5178712 4695658 125630
0.740000 5179076 4702620 118304
0.750000 5180327 4708504 111169
0.760000 5175518 4719183 105299
0.770000 5179870 4721817 98313
0.780000 5180327 4727052 92621
0.790000 5180857 4731184 87959
0.800000 5178861 4739073 82066
0.810000 5176923 4745588 77489
0.820000 5178334 4748426 73240
0.830000 5179244 4751921 68835
0.840000 5178025 4757104 64871
0.850000 5178268 4760631 61101
0.860000 5177832 4764897 57271
0.870000 5177426 4768460 54114
0.880000 5174526 4774528 50946
0.890000 5176653 4775273 48074
0.900000 5176674 4778349 44977
0.910000 5179213 4778016 42771
0.920000 5177611 4782348 40041
0.930000 5179027 4783600 37373
0.940000 5179240 4784963 35797
0.950000 5176805 4789785 33410
0.960000 5180410 4787858 31732
0.970000 5176848 4793403 29749
0.980000 5181422 4790666 27912
0.990000 5174675 4799128 26197
1.000000 5176110 4798975 24915
1.010000 5175981 4800347 23672
1.020000 5176314 4801689 21997
1.030000 5178150 4801155 20695
1.040000 5180192 4800165 19643
1.050000 5178423 4803334 18243
1.060000 5178660 4804111 17229
1.070000 5176783 4807024 16193
1.080000 5177640 4806908 15452
1.090000 5180218 4805395 14387
1.100000 5177465 4808798 13737
1.110000 5179714 4807449 12837
1.120000 5177463 4810569 11968
1.130000 5177432 4811504 11064
1.140000 5176640 4812712 10648
1.150000 5177413 4812520 10067
1.160000 5180427 4810046 9527
1.170000 5177424 4813651 8925
1.180000 5178311 4813253 8436
1.190000 5179591 4812375 8034
1.200000 5176708 4815865 7427
1.210000 5179808 4813109 7083
