0.100000 4238698 211630 5549671
0.110000 4399100 343313 5257586
0.120000 4524620 437238 5038141
0.130000 4621268 485945 4892786
0.140000 4709261 540558 4750180
0.150000 4794339 594651 4611009
0.160000 4870062 655163 4474774
0.170000 4946474 715402 4338123
0.180000 5012099 780068 4207832
0.190000 5068165 980081 3951753
0.200000 5105449 1231135 3663415
0.210000 5126943 1465724 3407332
0.220000 5145595 1682445 3171959
0.230000 5156259 1887125 2956615
0.240000 5161457 2077898 2760644
0.250000 5167902 2256737 2575360
0.260000 5169001 2426668 2404330
0.270000 5171590 2586161 2242248
0.280000 5176854 2735380 2087765
0.290000 5176856 2876593 1946550
0.300000 5172519 3004505 1822975
0.310000 5176414 3122862 1700723
0.320000 5179021 3230218 1590760
0.330000 5175680 3337431 1486888
0.340000 5178957 3427722 1393320
0.350000 5177398 3518612 1303989
0.360000 5176350 3602379 1221270
0.370000 5177038 3677750 1145211
0.380000 5175909 3749768 1074322
0.390000 5178833 3813183 1007983
0.400000 5175858 3876930 947211
0.410000 5177692 3935423 886884
0.420000 5177761 3988266 833972
0.430000 5178135 4039265 782599
0.440000 5179372 4086192 734435
0.450000 5178053 4130483 691463
0.460000 5178956 4171369 649674
0.470000 5180166 4209571 610262
0.480000 5179386 4247706 572907
0.490000 5178754 4282766 538479
0.500000 5176249 4316398 507352
0.510000 5176223 4347230 476546
0.520000 5177872 4373253 448874
0.530000 5180564 4397822 421613
0.540000 5179465 4423463 397071
0.550000 5177138 4448496 374365
0.560000 5177530 4470888 351581
0.570000 5178845 4491929 329225
0.580000 5178506 4509920 311573
0.590000 5177873 4529688 292438
0.600000 5177933 4546791 275275
0.610000 5177587 4562923 259489
0.620000 5178530 4577681 243788
0.630000 5179534 4590719 229746
0.640000 5176357 4607630 216012
0.650000 5177897 4618434 203668
0.660000 5177782 4630468 191749
0.670000 5177559 4642115 180325
0.680000 5177795 4652385 169819
0.690000 5178720 4661431 159848
0.700000 5178509 4671184 150306
0.710000 5178225 4681012 140762
0.720000 5178602 4687511 133886
0.730000 5177662 4696074 126263
0.740000 5179794 4701617 118588
0.750000 5180337 4708356 111306
0.760000 5176915 4717709 105375
0.770000 5178456 4723010 98533
0.780000 5179224 4728393 92382
0.790000 5178925 4733242 87832
0.800000 5176175 4740858 82966
0.810000 5177612 4745008 77379
0.820000 5175475 4751694 72830
0.830000 5180317 4750727 68955
0.840000 5177027 4758218 64754
0.850000 5179317 4759886 60796
0.860000 5177915 4764912 57172
0.870000 5180190 4765445 54364
0.880000 5176365 4772792 50842
0.890000 5180986 4771062 47951
0.900000 5179071 4775715 45213
0.910000 5177140 4780327 42532
0.920000 5177845 4782087 40067
0.930000 5177121 4785127 37751
0.940000 5177227 4787547 35225
0.950000 5178092 4788266 33641
0.960000 5178951 4789427 31621
0.970000 5178160 4792077 29762
0.980000 5178076 4793888 28035
0.990000 5177299 4796188 26512
1.000000 5180592 4794411 24996
1.010000 5177875 4798798 23326
1.020000 5180617 4797544 21838
1.030000 5176075 4803232 20692
1.040000 5175662 4804638 19699
1.050000 5178343 4803150 18506
1.060000 5176454 4806224 17321
1.070000 5178705 4804736 16558
1.080000 5178346 4806390 15263
1.090000 5177468 4808018 14513
1.100000 5176373 4809946 13680
1.110000 5178775 4808400 12824
1.120000 5179954 4808053 11992
1.130000 5181029 4807489 11481
1.140000 5179066 4810410 10523
1.150000 5179522 4810243 10234
1.160000 5177996 4812461 9542
1.170000 5178656 4812421 8922
1.180000 5179643 4811877 8479
1.190000 5178168 4813922 7909
1.200000 5176999 4815516 7484
1.210000 5180854 4812115 7030
1.220000 5177047 4816497 6455
1.230000 5177281 4816586 6132
1.240000 5178373 4815720 5906
1.250000 5176466 4817984 5549
1.260000 5178085 4816777 5137
1.270000 5174837 4820158 5004
1.280000 5176849 4818621 4529
1.290000 5176549 4819145 4305
1.300000 5177969 4818011 4019
1.310000 5173052 4823014 3933
1.320000 5177411 4818980 3608
1.330000 5180064 4816427 3508
1.340000 5174102 4822623 3274
1.350000 5180694 4816192 3113
1.360000 5176727 4820373 2899
1.370000 5178037 4819213 2749
1.380000 5179327 4818078 2594
1.390000 5176015 4821549 2435
1.400000 5176473 4821228 2298
1.410000 5177881 4819978 2140
1.420000 5178354 4819616 2029
1.430000 5179337 4818803 1859
1.440000 5178116 4820106 1777
1.450000 5178576 4819723 1700
1.460000 5180443 4818023 1533
1.470000 5178026 4820527 1446
1.480000 5175605 4823004 1390
1.490000 5177683 4820984 1332
1.500000 5176291 4822519 1189
1.510000 5177312 4821531 1156
1.520000 5178321 4820566 1112
1.530000 5178251 4820729 1019
1.540000 5176734 4822266 999
1.550000 5179484 4819658 857
1.560000 5179206 4819912 881
1.570000 5177164 4821990 845
1.580000 5178045 4821189 765
1.590000 5179848 4819470 681
1.600000 5175713 4823624 662
1.610000 5176501 4822863 635
1.620000 5178719 4820653 627
1.630000 5181350 4818039 610
1.640000 5175629 4823827 543
1.650000 5179023 4820454 522
1.660000 5179380 4820152 467
1.670000 5175907 4823644 448
1.680000 5179629 4819959 411
1.690000 5179316 4820335 348
1.700000 5180259 4819375 365
1.710000 5176986 4822663 350
1.720000 5175764 4823899 336
1.730000 5178207 4821470 322
1.740000 5180824 4818886 289
1.750000 5178486 4821227 286
1.760000 5180490 4819245 264
1.770000 5180463 4819288 248
1.780000 5177309 4822415 275
1.790000 5175144 4824639 216
1.800000 5180855 4818935 209
1.810000 5178753 4821044 202
1.820000 5171939 4827869 191
1.830000 5177067 4822757 175
1.840000 5178677 4821166 156
1.850000 5179874 4819977 148
1.860000 5176503 4823355 141
1.870000 5176512 4823371 116
1.880000 5178806 4821085 108
1.890000 5177821 4822052 126
1.900000 5176158 4823747 94
1.910000 5177448 4822457 94
1.920000 5176637 4823269 93
1.930000 5177819 4822092 88
1.940000 5182408 4817498 93
1.950000 5177126 4822805 68
1.960000 5179399 4820511 89
1.970000 5174547 4825360 92
1.980000 5176350 4823573 76
1.990000 5174789 4825158 52
